,tweet_id,favorite_count,retweet_count
1991-05-25 06:36:16.133427200,675153376133427200,6687,2857
1991-05-25 10:20:23.650848770,675166823650848768,3841,1764
1991-05-27 08:47:40.156301312,675334060156301312,2956,1406
1991-05-27 13:03:04.339542016,675349384339542016,4183,2483
1991-05-27 14:27:15.921575936,675354435921575936,34761,18698
1991-05-27 16:43:29.739206656,675362609739206656,1115,254
1991-05-27 19:24:00.448454658,675372240448454656,1807,550
1991-05-28 12:12:26.517426176,675432746517426176,1605,619
1991-05-29 02:17:10.902214656,675483430902214656,1958,1060
1991-05-29 04:06:11.617296384,675489971617296384,1375,657
1991-05-29 06:05:03.322386432,675497103322386432,3336,1424
1991-05-29 07:11:15.957489664,675501075957489664,18235,6372
1991-05-29 11:50:28.909424640,675517828909424640,1388,498
1991-05-29 13:06:43.582218240,675522403582218240,1107,309
1991-05-29 15:37:55.945709568,675531475945709568,1250,423
1991-05-29 16:28:14.439489536,675534494439489536,1914,460
1991-05-31 16:17:19.471788032,675706639471788032,683,104
1991-05-31 16:28:50.206547968,675707330206547968,2119,758
1991-05-31 17:28:10.956750848,675710890956750848,2014,910
1991-06-01 01:39:20.753160193,675740360753160192,1235,381
1991-06-01 13:06:02.965868544,675781562965868544,1722,522
1991-06-01 17:47:22.703122432,675798442703122432,10919,3708
1991-06-02 00:02:09.667219457,675820929667219456,1119,252
1991-06-02 00:32:47.435051008,675822767435051008,1626,581
1991-06-02 06:54:17.354215424,675845657354215424,2435,981
1991-06-02 07:50:18.447167488,675849018447167488,1005,167
1991-06-02 08:57:44.436391936,675853064436391936,2871,1434
1991-06-02 13:52:01.063669760,675870721063669760,1749,622
1991-06-02 15:56:39.931371520,675878199931371520,4449,1546
1991-06-02 18:46:25.639251968,675888385639251968,2541,1053
1991-06-02 19:39:15.769696257,675891555769696256,2269,957
1991-06-02 21:28:50.735476737,675898130735476736,1745,643
1991-06-05 02:38:03.918516224,676089483918516224,1404,472
1991-06-05 05:12:28.976615425,676098748976615424,3225,1582
1991-06-05 06:05:18.813499392,676101918813499392,2992,1266
1991-06-05 11:38:38.416756736,676121918416756736,2294,1279
1991-06-05 18:25:41.966438401,676146341966438400,2050,730
1991-06-06 07:03:52.485810177,676191832485810176,2433,1129
1991-06-06 13:45:27.814406144,676215927814406144,1852,648
1991-06-06 14:48:07.039057920,676219687039057920,79143,34061
1991-06-06 19:42:45.392908289,676237365392908288,1303,329
1991-06-07 02:59:35.653122048,676263575653122048,2208,599
1991-06-09 01:28:53.382295552,676430933382295552,1491,378
1991-06-09 04:00:07.570247681,676440007570247680,1833,735
1991-06-09 12:30:39.084101634,676470639084101632,12449,5132
1991-06-09 19:39:35.194980353,676496375194980352,1612,592
1991-06-10 06:03:18.876651520,676533798876651520,2001,608
1991-06-10 17:38:21.977128964,676575501977128960,2767,1242
1991-06-10 19:42:36.622721024,676582956622721024,1291,309
1991-06-10 21:12:26.097852417,676588346097852416,2490,880
1991-06-10 21:49:32.941893632,676590572941893632,981,140
1991-06-10 22:36:48.224403456,676593408224403456,4883,2373
1991-06-11 01:23:13.314578432,676603393314578432,1251,432
1991-06-11 02:19:45.097199616,676606785097199616,2011,484
1991-06-11 04:18:28.052996102,676613908052996096,1157,213
1991-06-11 05:18:23.762681856,676617503762681856,3094,1086
1991-06-13 01:27:11.406465024,676776431406465024,5309,2207
1991-06-13 11:15:46.707918848,676811746707918848,1512,466
1991-06-13 13:27:31.066732545,676819651066732544,1924,727
1991-06-13 14:05:58.043033607,676821958043033600,24723,17255
1991-06-14 01:55:01.615042560,676864501615042560,2244,786
1991-06-14 11:05:32.954456065,676897532954456064,2395,804
1991-06-14 16:29:56.760600576,676916996760600576,3177,1976
1991-06-14 21:55:41.936185344,676936541936185344,13609,5418
1991-06-14 23:33:48.000112642,676942428000112640,2219,845
1991-06-15 00:47:44.479084545,676946864479084544,1818,419
1991-06-15 01:10:36.477857792,676948236477857792,2316,965
1991-06-15 01:33:52.774234114,676949632774234112,1387,437
1991-06-15 03:51:00.086095872,676957860086095872,2356,894
1991-06-15 08:45:32.580409345,676975532580409344,2967,1180
1991-06-17 19:35:00.187611136,677187300187611136,2923,1014
1991-06-18 07:07:53.407442944,677228873407442944,3778,1808
1991-06-18 18:21:21.705472000,677269281705472000,2128,778
1991-06-19 03:10:33.169788928,677301033169788928,1336,459
1991-06-19 07:00:12.125323265,677314812125323264,1762,600
1991-06-19 10:54:42.937298944,677328882937298944,3888,1659
1991-06-19 11:38:21.395156992,677331501395156992,1170,262
1991-06-19 12:30:15.166730240,677334615166730240,1457,325
1991-06-19 12:49:05.548390400,677335745548390400,3273,1985
1991-06-21 18:47:52.887205888,677530072887205888,1142,247
1991-06-21 23:45:28.504967168,677547928504967168,7441,4006
1991-06-22 02:26:05.589463040,677557565589463040,2622,1294
1991-06-22 04:41:55.327688705,677565715327688704,1383,508
1991-06-22 06:55:43.309385728,677573743309385728,2286,809
1991-06-23 02:28:11.929329666,677644091929329664,2010,877
1991-06-23 07:32:52.920729601,677662372920729600,2097,1081
1991-06-23 10:46:21.332312066,677673981332312064,3575,1651
1991-06-23 14:33:24.918272002,677687604918272000,2642,931
1991-06-23 17:33:23.548192770,677698403548192768,1313,356
1991-06-23 18:00:03.327029250,677700003327029248,3635,1590
1991-06-23 22:35:15.794329600,677716515794329600,3274,1082
1991-06-26 00:11:41.218201600,677895101218201600,5196,2349
1991-06-26 06:42:11.514703872,677918531514703872,1448,453
1991-06-26 18:41:10.166224897,677961670166224896,3656,1851
1991-06-27 11:11:55.718029313,678021115718029312,14779,7034
1991-06-27 11:48:43.247357953,678023323247357952,2066,434
1991-06-30 04:17:44.182861824,678255464182861824,1701,411
1991-06-30 10:43:06.130948096,678278586130948096,12345,6724
1991-07-01 02:14:57.360859136,678334497360859136,1399,297
1991-07-01 04:04:35.375947776,678341075375947776,1864,597
1991-07-01 14:57:16.862578688,678380236862578688,2616,1000
1991-07-01 17:23:48.614488064,678389028614488064,2001,464
1991-07-01 19:33:16.259975168,678396796259975168,1709,466
1991-07-01 20:20:52.199309312,678399652199309312,61530,30353
1991-07-01 23:16:50.315247616,678410210315247616,4568,2033
1991-07-02 03:11:52.106393600,678424312106393600,5832,2834
1991-07-02 09:15:51.570427904,678446151570427904,4290,1754
1991-07-04 16:04:17.146150913,678643457146150912,2216,480
1991-07-05 01:04:03.183484930,678675843183484928,3090,1658
1991-07-05 10:02:17.298427904,678708137298427904,5985,2708
1991-07-05 18:53:55.362037760,678740035362037760,4046,1899
1991-07-05 23:07:19.630127104,678755239630127104,7684,3680
1991-07-06 01:41:53.869611008,678764513869611008,1754,534
1991-07-06 02:25:40.346941444,678767140346941440,3809,1531
1991-07-06 04:35:28.607469569,678774928607469568,2996,1023
1991-07-06 11:04:36.842360832,678798276842360832,3753,1323
1991-07-06 11:38:03.649069056,678800283649069056,2771,998
1991-07-08 10:33:48.704284672,678969228704284672,1773,517
1991-07-08 16:49:32.295516161,678991772295516160,2505,1314
1991-07-08 19:24:54.530465792,679001094530465792,3041,1363
1991-07-09 08:18:05.189439488,679047485189439488,2433,764
1991-07-09 12:30:14.270468097,679062614270468096,18447,9151
1991-07-10 02:00:16.690831360,679111216690831360,6423,2850
1991-07-10 07:53:55.750195208,679132435750195200,3205,1292
1991-07-10 12:26:03.231985668,679148763231985664,2988,1142
1991-07-10 15:06:13.988876288,679158373988876288,23219,9022
1991-07-13 11:50:45.277462528,679405845277462528,2565,1343
1991-07-14 03:40:23.135686656,679462823135686656,34308,20917
1991-07-14 07:19:11.516934144,679475951516934144,2263,712
1991-07-14 14:56:13.272485890,679503373272485888,3420,1650
1991-07-14 17:09:11.870550016,679511351870550016,3642,1434
1991-07-14 21:43:22.031484928,679527802031484928,2860,809
1991-07-14 22:24:40.114372609,679530280114372608,5132,2303
1991-07-17 03:40:16.581222400,679722016581222400,1788,527
1991-07-17 05:46:33.985699840,679729593985699840,2329,918
1991-07-17 07:36:50.798047232,679736210798047232,2265,896
1991-07-17 19:12:00.601223168,679777920601223168,3338,1252
1991-07-18 09:14:07.187857408,679828447187857408,39146,15567
1991-07-18 13:41:30.799091713,679844490799091712,2560,870
1991-07-18 16:32:03.806179328,679854723806179328,3102,1374
1991-07-18 18:35:21.895714818,679862121895714816,2643,688
1991-07-18 21:36:09.355714560,679872969355714560,2331,736
1991-07-18 22:44:22.409191424,679877062409191424,2125,714
1991-07-21 00:17:35.951884288,680055455951884288,18009,7928
1991-07-21 04:29:05.539371008,680070545539371008,2772,972
1991-07-21 08:40:11.152338944,680085611152338944,13780,9867
1991-07-21 12:52:05.817409536,680100725817409536,3832,1519
1991-07-21 17:03:43.365742593,680115823365742592,2926,1014
1991-07-21 21:14:41.361686529,680130881361686528,2481,1059
1991-07-22 01:26:10.311643136,680145970311643136,3896,1941
1991-07-22 05:38:17.740095489,680161097740095488,2495,815
1991-07-22 09:49:33.301628928,680176173301628928,4204,1736
1991-07-22 14:00:57.256136705,680191257256136704,2310,569
1991-07-22 18:18:23.334408192,680206703334408192,3062,1304
1991-07-22 22:24:42.581123072,680221482581123072,1570,324
1991-07-25 11:12:54.763077632,680440374763077632,1559,555
1991-07-25 20:16:51.644985345,680473011644985344,2734,832
1991-07-26 02:18:46.643068929,680494726643068928,1850,535
1991-07-26 03:09:26.108381184,680497766108381184,4577,2136
1991-07-27 03:04:54.916304897,680583894916304896,3886,1490
1991-07-27 10:08:13.079592961,680609293079592960,2849,796
1991-07-29 14:40:57.301471234,680798457301471232,3085,1164
1991-07-29 15:35:47.103793152,680801747103793152,2561,913
1991-07-29 16:39:14.198020098,680805554198020096,2336,740
1991-07-30 01:12:58.243002368,680836378243002368,3719,1489
1991-07-30 16:00:48.562991104,680889648562991104,1910,410
1991-07-30 22:37:18.424612864,680913438424612864,2578,694
1991-07-31 04:36:22.542561280,680934982542561280,2242,490
1991-07-31 06:04:06.314430465,680940246314430464,3480,1192
1991-07-31 11:18:30.691590145,680959110691590144,4920,2214
1991-07-31 14:33:15.137544192,680970795137544192,2625,737
1991-08-03 04:24:15.364796417,681193455364796416,4011,1657
1991-08-03 14:51:49.724700672,681231109724700672,2581,534
1991-08-03 18:00:18.453299201,681242418453299200,1610,609
1991-08-03 23:19:09.936340994,681261549936340992,1566,303
1991-08-04 04:54:17.291280384,681281657291280384,3472,1234
1991-08-04 09:16:12.102656000,681297372102656000,3435,1070
1991-08-04 10:39:23.064414209,681302363064414208,4268,2040
1991-08-04 15:36:27.870711809,681320187870711808,2880,848
1991-08-04 20:57:28.655802368,681339448655802368,10044,4524
1991-08-04 21:17:45.377193984,681340665377193984,1771,309
1991-08-06 23:59:37.663676416,681523177663676416,15492,6498
1991-08-07 15:43:55.668455424,681579835668455424,3830,1459
1991-08-08 00:19:58.867845120,681610798867845120,2066,523
1991-08-08 12:20:59.175129088,681654059175129088,2859,1028
1991-08-08 19:25:26.984871937,681679526984871936,1887,494
1991-08-08 23:28:05.539872773,681694085539872768,13793,4495
1991-08-11 06:17:41.017812993,681891461017812992,2657,937
1991-08-12 07:12:47.097122816,681981167097122816,2992,1144
1991-08-12 13:19:37.596559360,682003177596559360,3398,1699
1991-08-12 21:20:03.584274432,682032003584274432,7117,2250
1991-08-13 01:35:27.939461121,682047327939461120,3474,1075
1991-08-13 05:00:53.698686977,682059653698686976,5368,1885
1991-08-13 12:54:39.302213632,682088079302213632,19831,11059
1991-08-15 07:51:32.827447297,682242692827447296,3512,1322
1991-08-15 12:32:04.040966145,682259524040966144,4511,1359
1991-08-16 00:48:57.705140231,682303737705140224,3336,1114
1991-08-17 00:31:18.323662849,682389078323662848,1798,515
1991-08-17 01:51:45.736888321,682393905736888320,2397,757
1991-08-17 05:25:05.142087680,682406705142087680,8191,1975
1991-08-17 11:44:40.204398592,682429480204398592,3708,1291
1991-08-19 21:53:50.361513985,682638830361513984,2223,669
1991-08-20 04:27:11.982772225,682662431982772224,3291,1191
1991-08-20 14:06:26.228989953,682697186228989952,1411,396
1991-08-21 04:55:46.109968385,682750546109968384,1639,485
1991-08-21 15:27:21.537560576,682788441537560576,2660,1244
1991-08-21 21:09:48.178739200,682808988178739200,1913,206
1991-08-23 15:40:37.429899265,682962037429899264,40077,18670
1991-08-24 10:34:26.213818368,683030066213818368,2329,811
1991-08-25 00:08:06.620553216,683078886620553216,2138,623
1991-08-25 05:40:15.881154561,683098815881154560,2330,724
1991-08-25 09:10:07.806746624,683111407806746624,3681,1020
1991-08-25 17:49:13.609318400,683142553609318400,3101,1159
1991-08-28 05:39:33.142474752,683357973142474752,3182,1048
1991-08-28 15:04:12.557561860,683391852557561856,8221,2654
1991-08-29 07:08:15.444799489,683449695444799488,4213,1794
1991-08-29 10:46:10.029932544,683462770029932544,2635,751
1991-08-29 15:53:48.088049664,683481228088049664,2839,1099
1991-08-29 20:38:42.573824003,683498322573824000,3414,1070
1991-08-30 01:32:12.363329536,683515932363329536,7957,3237
1991-09-01 16:31:11.509258241,683742671509258240,7055,3720
1991-09-02 01:03:59.333797890,683773439333797888,3620,1507
1991-09-02 16:23:19.284170753,683828599284170752,3010,1171
1991-09-02 18:08:29.291606017,683834909291606016,2833,1241
1991-09-02 22:18:52.751646720,683849932751646720,2835,1097
1991-09-02 23:02:58.183077888,683852578183077888,2082,394
1991-09-03 00:32:00.510050305,683857920510050304,4103,1239
1991-09-05 19:09:18.874210310,684097758874210304,4450,1600
1991-09-06 02:08:11.630342144,684122891630342144,2142,532
1991-09-06 09:04:49.187209216,684147889187209216,3217,1665
1991-09-06 17:21:41.129875456,684177701129875456,2177,749
1991-09-06 20:26:26.104872960,684188786104872960,3762,1317
1991-09-06 22:11:25.588783105,684195085588783104,2066,585
1991-09-06 23:39:32.118904832,684200372118904832,2351,1149
1991-09-07 05:54:28.335505415,684222868335505408,4159,1536
1991-09-07 06:42:24.407494656,684225744407494656,1341,236
1991-09-07 11:07:17.099323392,684241637099323392,8852,3668
1991-09-09 23:47:49.371654144,684460069371654144,2137,618
1991-09-10 05:37:54.559381504,684481074559381504,4180,1303
1991-09-10 21:34:04.857667585,684538444857667584,2874,1072
1991-09-11 05:39:03.613382656,684567543613382656,3265,1389
1991-09-11 11:22:10.326986752,684588130326986752,4448,1572
1991-09-11 13:14:49.858887680,684594889858887680,9692,3951
1991-09-13 22:17:07.459624960,684800227459624960,2931,1101
1991-09-14 06:49:42.659280897,684830982659280896,37962,24070
1991-09-14 20:36:59.965411328,684880619965411328,2269,922
1991-09-15 02:36:23.876321280,684902183876321280,2021,598
1991-09-15 06:04:20.081053696,684914660081053696,3784,1633
1991-09-15 09:29:35.086034944,684926975086034944,3792,539
1991-09-15 13:07:29.151070208,684940049151070208,3474,1163
1991-09-15 18:36:38.585110529,684959798585110528,7204,3494
1991-09-15 21:24:20.808454144,684969860808454144,2475,430
1991-09-18 04:48:03.572338688,685169283572338688,4430,1595
1991-09-18 13:03:17.565345792,685198997565345792,2511,748
1991-09-19 08:25:53.634967552,685268753634967552,3363,1344
1991-09-19 19:10:51.701334016,685307451701334016,2230,490
1991-09-19 21:20:39.903100929,685315239903100928,3612,1211
1991-09-19 23:06:26.178670592,685321586178670592,2866,724
1991-09-20 00:05:12.850124800,685325112850124800,10297,4448
1991-09-22 09:38:12.383666176,685532292383666176,3288,1283
1991-09-22 13:58:56.038666240,685547936038666240,35672,17459
1991-09-23 16:06:11.164143616,685641971164143616,3163,867
1991-09-23 22:04:12.032069632,685663452032069632,3509,1627
1991-09-23 23:09:39.192414208,685667379192414208,2529,648
1991-09-24 02:58:10.388975616,685681090388975616,2194,140
1991-09-26 17:38:43.014619143,685906723014619136,8145,3248
1991-09-27 03:56:47.276412928,685943807276412928,1772,684
1991-09-27 12:07:16.358713344,685973236358713344,2285,601
1991-09-27 20:26:47.160610816,686003207160610816,1971,718
1991-09-27 21:45:16.130873345,686007916130873344,2671,467
1991-09-28 05:00:24.800862208,686034024800862208,3366,1309
1991-09-28 05:29:40.142297088,686035780142297088,1256,135
1991-09-28 09:31:36.934563840,686050296934563840,2384,828
1991-10-01 03:12:59.679375361,686286779679375360,4330,1858
1991-10-01 23:05:56.425093120,686358356425093120,2373,759
1991-10-02 04:17:45.986265092,686377065986265088,2394,630
1991-10-02 06:55:21.809772549,686386521809772544,3505,987
1991-10-02 09:00:59.078897668,686394059078897664,1899,759
1991-10-04 19:54:29.955735556,686606069955735552,2036,601
1991-10-04 23:19:09.602762752,686618349602762752,3985,1520
1991-10-05 17:17:25.143953408,686683045143953408,3024,894
1991-10-06 06:36:31.906516992,686730991906516992,4493,1330
1991-10-06 11:44:20.672679938,686749460672679936,3765,1639
1991-10-06 14:40:01.961103360,686760001961103360,3799,1530
1991-10-08 18:38:21.016735744,686947101016735744,9299,3529
1991-10-10 12:00:57.537363968,687096057537363968,2418,682
1991-10-10 13:51:48.889812993,687102708889812992,2526,1102
1991-10-10 15:52:05.361856513,687109925361856512,6277,2757
1991-10-10 19:54:45.711986689,687124485711986688,2336,564
1991-10-10 20:52:07.494963200,687127927494963200,5914,2546
1991-10-13 00:06:18.585812992,687312378585812992,4707,2117
1991-10-13 01:28:26.314240000,687317306314240000,21761,10212
1991-10-14 00:16:33.394311168,687399393394311168,2047,695
1991-10-14 17:15:06.001633280,687460506001633280,2204,604
1991-10-14 21:37:34.459715584,687476254459715584,2147,605
1991-10-14 22:52:28.861947905,687480748861947904,1729,279
1991-10-15 02:44:12.870668288,687494652870668288,2071,642
1991-10-17 02:00:29.264453632,687664829264453632,2096,570
1991-10-17 12:56:20.304273409,687704180304273408,2630,938
1991-10-17 20:42:24.991551489,687732144991551488,1907,734
1991-10-18 17:43:21.670897665,687807801670897664,2588,781
1991-10-18 20:41:44.314159109,687818504314159104,2712,1066
1991-10-18 23:00:41.265172480,687826841265172480,2947,1263
1991-10-19 03:04:06.767013888,687841446767013888,5917,2823
1991-10-21 16:56:19.421470721,688064179421470720,1853,401
1991-10-22 07:30:55.151435777,688116655151435776,3049,874
1991-10-23 00:57:23.353796608,688179443353796608,2285,658
1991-10-23 09:59:16.440801280,688211956440801280,2399,932
1991-10-25 10:08:00.030670848,688385280030670848,10060,4950
1991-10-26 23:19:36.466644993,688519176466644992,2484,810
1991-10-27 07:06:50.804498433,688547210804498432,2821,778
1991-10-30 02:29:26.343622656,688789766343622656,2389,736
1991-10-30 06:40:35.492233216,688804835492233216,1030,222
1991-10-30 13:16:01.667567616,688828561667567616,1481,414
1991-10-31 07:27:53.864884227,688894073864884224,2417,782
1991-10-31 08:36:00.958271489,688898160958271488,2272,878
1991-10-31 11:35:34.925697024,688908934925697024,2280,859
1991-10-31 13:36:48.532455424,688916208532455424,2949,967
1991-11-03 04:42:51.370250240,689143371370250240,2195,576
1991-11-03 07:45:15.265683456,689154315265683456,3311,1114
1991-11-04 11:53:53.275777024,689255633275777024,2776,1196
1991-11-04 17:20:59.254616065,689275259254616064,1250,278
1991-11-04 18:54:36.073582592,689280876073582592,2160,803
1991-11-04 19:43:39.090870273,689283819090870272,3560,1230
1991-11-04 21:13:39.123089408,689289219123089408,2434,1038
1991-11-07 12:38:02.558820352,689517482558820352,3671,1587
1991-11-07 23:45:36.375177216,689557536375177216,2224,511
1991-11-08 11:17:36.876867584,689599056876867584,12596,6141
1991-11-08 18:07:41.272240129,689623661272240128,2419,729
1991-11-09 04:02:52.465688576,689659372465688576,11247,4324
1991-11-09 04:46:04.914655233,689661964914655232,3451,1029
1991-11-11 05:06:18.131935233,689835978131935232,2338,841
1991-11-11 16:41:26.181715968,689877686181715968,3255,1320
1991-11-12 00:24:46.972461056,689905486972461056,2615,772
1991-11-12 20:25:55.533848577,689977555533848576,1474,493
1991-11-13 00:51:09.801164801,689993469801164800,1588,510
1991-11-13 02:29:44.604450816,689999384604450816,1537,418
1991-11-13 04:04:20.500217858,690005060500217856,3951,1878
1991-11-13 06:59:36.308211712,690015576308211712,2700,820
1991-11-13 08:46:34.562220032,690021994562220032,3019,1157
1991-11-15 23:42:41.355657216,690248561355657216,1818,461
1991-11-17 03:26:36.616552449,690348396616552448,1618,561
1991-11-17 06:47:29.368465409,690360449368465408,2881,993
1991-11-17 10:40:19.777196032,690374419777196032,3505,964
1991-11-17 17:52:47.696297985,690400367696297984,2016,500
1991-11-20 00:32:41.306841088,690597161306841088,2126,671
1991-11-20 03:21:00.360429569,690607260360429568,313,19
1991-11-20 15:13:13.829576704,690649993829576704,1412,316
1991-11-21 02:31:13.629138944,690690673629138944,2504,882
1991-11-21 13:08:43.253055490,690728923253055488,2339,582
1991-11-21 15:04:52.932222976,690735892932222976,4073,1427
1991-11-23 21:42:56.555528194,690932576555528192,3561,1130
1991-11-23 23:28:19.477221376,690938899477221376,4474,2215
1991-11-24 05:14:12.130045952,690959652130045952,3861,1401
1991-11-24 13:28:32.272396288,690989312272396288,6409,3213
1991-11-25 17:27:51.332753408,691090071332753408,1839,379
1991-11-25 19:16:53.310316544,691096613310316544,3208,1007
1991-11-28 09:51:56.024623104,691321916024623104,2789,736
1991-11-29 12:14:26.452082688,691416866452082688,20934,8512
1991-11-29 20:01:09.282295808,691444869282295808,2858,942
1991-11-30 00:08:29.405118465,691459709405118464,4391,1280
1991-11-30 06:37:21.324204033,691483041324204032,2562,644
1991-12-02 12:07:32.215414786,691675652215414784,2087,567
1991-12-03 10:42:38.957883396,691756958957883392,3126,1146
1991-12-03 20:44:13.716221953,691793053716221952,8802,4663
1991-12-04 04:18:53.922455552,691820333922455552,4260,1829
1991-12-06 11:01:31.282812928,692017291282812928,3097,1065
1991-12-06 17:52:14.689402880,692041934689402880,3668,1411
1991-12-07 21:53:10.915014657,692142790915014656,1766,434
1991-12-08 02:12:46.030913536,692158366030913536,2325,886
1991-12-08 10:10:05.137076224,692187005137076224,2720,913
1991-12-11 02:08:33.023332352,692417313023332352,10131,3848
1991-12-11 03:48:00.028966913,692423280028966912,1594,259
1991-12-12 09:35:51.048294401,692530551048294400,1989,468
1991-12-12 10:55:07.825213440,692535307825213440,3452,1504
1991-12-12 20:15:18.515392513,692568918515392512,4672,1710
1991-12-14 23:13:21.762250755,692752401762250752,7388,4052
1991-12-15 20:16:06.163931137,692828166163931136,3103,980
1991-12-16 14:37:08.850999298,692894228850999296,2469,897
1991-12-16 16:40:01.640583168,692901601640583168,1938,671
1991-12-16 17:51:02.751522816,692905862751522816,2635,981
1991-12-16 21:32:23.163629568,692919143163629568,2886,827
1991-12-18 22:30:43.459342336,693095443459342336,2023,515
1991-12-19 02:17:14.023534592,693109034023534592,1857,681
1991-12-19 15:14:46.491000832,693155686491000832,8539,3566
1991-12-20 12:23:27.727280129,693231807727280128,3079,821
1991-12-20 21:00:51.218264065,693262851218264064,2412,561
1991-12-20 22:11:01.318012928,693267061318012928,2571,909
1991-12-21 01:58:40.173801472,693280720173801472,3623,1385
1991-12-23 11:11:05.285931008,693486665285931008,1908,686
1991-12-24 13:44:54.167244802,693582294167244800,1780,287
1991-12-24 16:07:23.962331137,693590843962331136,5481,2187
1991-12-25 00:57:39.251335168,693622659251335168,1663,412
1991-12-25 02:59:35.228977152,693629975228977152,2646,883
1991-12-25 06:23:52.151285760,693642232151285760,2746,462
1991-12-25 06:56:56.740769793,693644216740769792,1448,143
1991-12-25 07:58:08.581312512,693647888581312512,2916,660
1991-12-28 17:45:51.086120961,693942351086120960,1865,409
1991-12-29 07:53:50.313091072,693993230313091072,2024,450
1991-12-29 10:16:31.655137281,694001791655137280,3647,1161
1991-12-31 12:42:53.896572928,694183373896572928,3181,1031
1991-12-31 19:09:34.471057408,694206574471057408,4523,2268
1992-01-02 05:21:08.942569472,694329668942569472,2169,554
1992-01-02 08:47:08.726001664,694342028726001664,1700,547
1992-01-02 11:47:19.993344000,694352839993344000,2205,691
1992-01-02 12:51:15.654983680,694356675654983680,1629,323
1992-01-06 03:48:42.378485760,694669722378485760,37756,15934
1992-01-08 21:24:23.685980160,694905863685980160,2999,1042
1992-01-09 02:56:34.720792577,694925794720792576,2914,1017
1992-01-10 13:44:14.296211456,695051054296211456,2870,877
1992-01-10 17:25:44.191721472,695064344191721472,1741,671
1992-01-10 20:12:08.191332352,695074328191332352,3067,1225
1992-01-11 02:03:42.348574720,695095422348574720,2839,677
1992-01-13 14:59:53.360662529,695314793360662528,3943,1644
1992-01-14 17:17:44.418041856,695409464418041856,9311,3957
1992-01-15 03:33:44.020918272,695446424020918272,4708,2000
1992-01-17 06:29:36.980148225,695629776980148224,4945,2341
1992-01-18 20:47:49.421768709,695767669421768704,2023,835
1992-01-19 04:19:21.660297217,695794761660297216,3441,865
1992-01-19 10:27:07.381944320,695816827381944320,3237,1300
1992-01-22 17:19:28.806522880,696100768806522880,2092,737
1992-01-26 06:06:37.980676096,696405997980676096,3474,1266
1992-01-27 05:05:10.901260288,696488710901260288,2751,1146
1992-01-27 05:35:39.101908992,696490539101908992,1321,167
1992-01-27 13:20:37.233913856,696518437233913856,4212,1863
1992-01-29 19:37:15.009417216,696713835009417216,2572,734
1992-01-30 04:10:41.916489729,696744641916489728,2259,1058
1992-01-30 07:01:22.863349760,696754882863349760,1587,392
1992-01-31 17:13:00.375769088,696877980375769088,2645,791
1992-01-31 19:30:56.886657024,696886256886657024,5226,1985
1992-01-31 21:54:54.812565505,696894894812565504,2544,749
1992-01-31 23:23:24.696625153,696900204696625152,3453,1136
1992-02-04 22:24:16.848379904,697242256848379904,2709,737
1992-02-05 01:58:25.972801536,697255105972801536,3260,1293
1992-02-05 03:09:38.236399616,697259378236399616,3554,1113
1992-02-05 06:14:06.429966336,697270446429966336,5041,2062
1992-02-07 11:43:51.882764288,697463031882764288,3692,1535
1992-02-07 17:15:27.769255936,697482927769255936,2617,754
1992-02-08 02:30:14.579523584,697516214579523584,2242,1259
1992-02-08 18:58:00.820686848,697575480820686848,2211,561
1992-02-09 00:47:03.848730625,697596423848730624,3267,1403
1992-02-09 06:26:13.278015490,697616773278015488,3410,1123
1992-02-09 10:13:55.728322560,697630435728322560,1885,602
1992-02-12 07:57:42.549430272,697881462549430272,3259,1318
1992-02-13 01:05:11.201378304,697943111201378304,2593,764
1992-02-13 14:13:43.684476929,697990423684476928,3550,1432
1992-02-13 15:38:34.407682048,697995514407682048,1639,366
1992-02-15 18:35:24.120031232,698178924120031232,3039,815
1992-02-15 23:10:09.219559425,698195409219559424,18155,6636
1992-02-16 17:50:14.669991936,698262614669991936,5126,2241
1992-02-17 15:54:40.612007937,698342080612007936,2449,1056
1992-02-17 19:41:10.425473025,698355670425473024,2012,502
1992-02-20 01:35:13.696649216,698549713696649216,2500,689
1992-02-21 01:18:51.305795584,698635131305795584,1380,378
1992-02-21 20:18:03.621523456,698703483621523456,1573,421
1992-02-21 22:18:32.454139905,698710712454139904,2673,760
1992-02-24 05:06:14.262222848,698907974262222848,2745,687
1992-02-24 17:49:57.952008193,698953797952008192,2923,1001
1992-02-25 03:37:15.503689728,698989035503689728,3662,1090
1992-02-25 16:51:01.657767936,699036661657767936,2823,1321
1992-02-25 23:24:39.947165696,699060279947165696,4091,2020
1992-02-26 02:46:45.256409088,699072405256409088,3233,1307
1992-02-26 04:46:49.774645248,699079609774645248,2637,729
1992-02-26 07:16:19.889332224,699088579889332224,2418,700
1992-02-29 00:30:44.782047232,699323444782047232,3410,967
1992-02-29 13:41:10.310113280,699370870310113280,2029,489
1992-03-01 01:38:28.797464576,699413908797464576,2221,682
1992-03-01 04:21:11.849451520,699423671849451520,1479,372
1992-03-01 07:21:58.667751424,699434518667751424,2352,568
1992-03-01 10:47:57.801091073,699446877801091072,6405,2896
1992-03-04 06:49:04.225525762,699691744225525760,11088,5090
1992-03-05 06:11:18.809702401,699775878809702400,2111,674
1992-03-05 07:13:50.832685056,699779630832685056,2995,1376
1992-03-05 09:47:57.217865730,699788877217865728,2433,547
