Year,Origin,DepDelay,ArrDelay,TotalDelay
1988,SRQ,4.205213961,4.502186776,8.707400738
1988,STL,7.990632374,7.741885761,15.73251814
1988,STT,7.825708763,6.769974227,14.59568299
1988,STX,8.516699411,6.250294695,14.76699411
1988,SUX,3.497311828,3.158303465,6.655615293
1988,SYR,5.169382246,5.915038907,11.08442115
1988,TLH,4.12501451,2.706790482,6.831804991
1988,TOL,3.428687636,5.052060738,8.480748373
1988,TPA,5.866737185,6.991118051,12.85785524
1988,TRI,2.858812382,4.079279848,6.93809223
1988,TUL,3.9611585,4.310573299,8.271731799
1988,TUS,3.678618349,3.293518721,6.97213707
1988,TVL,5.219730942,4.02690583,9.246636771
1988,TYS,3.693519352,5.350022502,9.043541854
1988,UCA,5.291624622,5.117053481,10.4086781
1988,VPS,3.392682927,9.594308943,12.98699187
1988,WRG,5.846635368,7.771517997,13.61815336
1988,YAK,5.079365079,7.812698413,12.89206349
1988,YAP,20.61802575,20.90128755,41.5193133
1988,YKM,0.875,1.418103448,2.293103448
1988,YUM,3.653933865,2.419612315,6.07354618
1989,ABE,5.696155436,7.725713105,13.42186854
1989,ABQ,6.650686048,7.592445328,14.24313138
1989,ACY,5.138413686,5.583203733,10.72161742
1989,AGS,5.609708101,6.472941948,12.08265005
1989,ALB,6.073893473,9.03855964,15.11245311
1989,AMA,4.708876869,3.62631244,8.33518931
1989,ANC,7.768790538,8.994734834,16.76352537
1989,APF,2.92920354,4.716814159,7.646017699
1989,ATL,7.555724748,8.442554699,15.99827945
1989,ATW,0.941944848,-0.220609579,0.721335269
1989,AUS,5.387182147,4.68466793,10.07185008
1989,AVL,7.535464098,11.1357268,18.67119089
1989,AVP,5.070754717,7.041928721,12.11268344
1989,AZO,3.210164425,4.470553064,7.680717489
1989,BDL,6.343610179,7.970637584,14.31424776
1989,BET,7.58018018,6.911711712,14.49189189
1989,BFL,3.706070288,3.677316294,7.383386581
1989,BGM,5.374755382,8.479452055,13.85420744
1989,BGR,7.587727709,9.459731544,17.04745925
1989,BHM,4.239683731,4.73007445,8.969758181
1989,BIL,4.803039046,4.974418157,9.777457203
1989,BIS,2.368592148,2.169542386,4.538134534
1989,BLI,5.567251462,6.561403509,12.12865497
1989,BNA,5.94496989,4.114190514,10.0591604
1989,BOI,6.036415836,6.833333333,12.86974917
1989,BOS,9.519102554,11.80359157,21.32269412
1989,BTM,2.213043478,4.75942029,6.972463768
1989,BTR,5.411017936,6.724085721,12.13510366
1989,BTV,8.291565901,9.796553809,18.08811971
1989,BUF,7.843410671,10.07124443,17.91465511
1989,BUR,5.619915579,4.435197621,10.0551132
1989,BWI,11.69990312,13.48671939,25.18662252
1989,BZN,4.51548613,4.598707245,9.114193375
1989,CAE,7.222616459,8.50864141,15.73125787
1989,CAK,5.541375872,6.399800598,11.94117647
1989,CCR,3.996774194,1.481451613,5.478225806
1989,CDV,8.423600605,8.833585477,17.25718608
1989,CHA,3.763588604,4.969690847,8.73327945
1989,CHO,7.619700748,11.07668329,18.69638404
1989,CHS,6.866064016,7.506687575,14.37275159
1989,CID,3.961997019,5.20119225,9.16318927
1989,CLE,7.966503335,8.749987709,16.71649104
1989,CLT,14.36475391,15.55855243,29.92330634
1989,CMH,6.652256607,8.063597099,14.71585371
1989,CMI,5.241356817,7.585127202,12.82648402
1989,COS,3.281791626,3.854040896,7.135832522
1989,CPR,0.582633053,2.584500467,3.16713352
1989,CRP,4.594328203,4.824485561,9.418813764
1989,CRW,8.122514911,10.49527833,18.61779324
1989,CSG,3.928,6.574,10.502
1989,CVG,6.603505998,9.595615821,16.19912182
1989,DAB,4.849982657,4.024973985,8.874956642
1989,DAL,6.572335758,5.337287842,11.9096236
1989,DAY,11.34745447,12.73027391,24.07772838
1989,DCA,7.571811215,9.145804916,16.71761613
1989,DEN,8.650867838,6.326019061,14.9768869
1989,DET,8.994290812,12.36164139,21.3559322
1989,DFW,8.017206199,8.076804677,16.09401088
1989,DLH,2.852295409,4.575515635,7.427811045
1989,DRO,5.597593583,8.282085561,13.87967914
1989,DSM,5.30969657,7.03685686,12.34655343
1989,DTW,7.226649581,9.076699609,16.30334919
1989,EAU,-2.07748184,2.070217918,-0.007263923
1989,EGE,32.36363636,40.27272727,72.63636364
1989,ELM,5.119123932,7.376068376,12.49519231
1989,ELP,6.459980597,6.342024416,12.80200501
1989,ERI,6.989263055,9.053196681,16.04245974
1989,EUG,6.259480086,5.777486287,12.03696637
1989,EVV,5.109348915,6.563856427,11.67320534
1989,EWR,10.68119414,11.00926026,21.6904544
1989,EYW,8.221425155,9.478240077,17.69966523
1989,FAI,5.220702518,9.202051601,14.42275412
1989,FAR,2.348523514,2.261028071,4.609551586
1989,FAT,6.076610563,5.460437222,11.53704778
1989,FAY,5.161956177,5.403620197,10.56557637
1989,FCA,7.134005764,8.534582133,15.6685879
1989,FLG,4.313997478,7.090374107,11.40437158
1989,FLL,9.676197706,10.57560166,20.25179937
1989,FNT,8.320836966,9.366172624,17.68700959
1989,FSD,5.200408239,5.169233624,10.36964186
1989,FWA,3.645495787,5.645495787,9.290991575
1989,GCN,2.898743533,3.225424982,6.124168514
1989,GEG,6.929440389,7.679902676,14.60934307
1989,GFK,1.643300799,1.425022183,3.068322981
