Year,Dest,DepDelay,ArrDelay,TotalDelay
1988,MLB,7.492787442,7.230377599,14.72316504
1988,MLI,4.548561823,4.526148674,9.074710497
1988,MLU,5.378034222,6.771189813,12.14922404
1988,MOB,5.321905496,4.686825886,10.00873138
1988,MOT,3.56584022,0.167493113,3.733333333
1988,MRY,4.280502635,3.724766923,8.005269558
1988,MSN,6.164312977,6.442748092,12.60706107
1988,MSO,5.394601032,5.287812624,10.68241366
1988,MSP,5.947768002,7.324717133,13.27248514
1988,MSY,6.694502436,6.451834178,13.14633661
1988,MYR,8.805751492,9.59576777,18.40151926
1988,OAJ,7.449943117,9.044368601,16.49431172
1988,OAK,5.468282785,4.79374911,10.2620319
1988,OGG,6.665232358,1.83275961,8.497991968
1988,OKC,5.74917505,4.0477666,9.79694165
1988,OMA,5.727831881,4.498775557,10.22660744
1988,OME,3.781477627,5.87408949,9.655567118
1988,ONT,5.754908076,4.257506905,10.01241498
1988,ORD,7.772449491,8.427387247,16.19983674
1988,ORF,7.741274888,7.347717465,15.08899235
1988,ORH,7.70648855,4.842366412,12.54885496
1988,OTZ,4.67283237,7.54566474,12.21849711
1988,PBI,8.507885064,7.924825106,16.43271017
1988,PDX,6.884421064,7.666024272,14.55044534
1988,PFN,3.704204204,2.42042042,6.124624625
1988,PHF,6.621414914,6.348948375,12.97036329
1988,PHL,7.917254526,8.672672746,16.58992727
1988,PHX,6.10346668,4.350026275,10.45349295
1988,PIA,4.206851972,3.23852618,7.445378151
1988,PIE,4.333333333,3.863213811,8.196547145
1988,PIT,6.462123701,8.135766583,14.59789028
1988,PNS,6.067187953,5.976686939,12.04387489
1988,PSC,4.933230611,5.4663585,10.39958911
1988,PSG,8.39452496,10.21095008,18.60547504
1988,PSP,8.202655771,7.738508682,15.94116445
1988,PUB,3.203100775,3.660465116,6.863565891
1988,PVD,8.744988037,8.774771058,17.5197591
1988,PWM,8.650920508,6.92750107,15.57842158
1988,RAP,5.170949721,4.970204842,10.14115456
1988,RDD,32.11111111,34.61111111,66.72222222
1988,RDM,5.542222222,5.241481481,10.7837037
1988,RDU,4.097080147,4.126593174,8.223673321
1988,RIC,6.685316704,8.599457243,15.28477395
1988,RNO,7.445883151,6.801702083,14.24758523
1988,ROA,6.809341011,8.120921305,14.93026232
1988,ROC,7.153492357,7.173918925,14.32741128
1988,ROR,11.34560907,12.52974504,23.87535411
1988,RST,5.468917882,6.364159632,11.83307751
1988,RSW,7.903203383,8.248392516,16.1515959
1988,SAN,7.252589813,6.292980942,13.54557076
1988,SAT,6.716586734,4.173558954,10.89014569
1988,SAV,5.40704978,4.86528546,10.27233524
1988,SBA,7.360533664,7.409866584,14.77040025
1988,SBN,7.306594678,8.310836868,15.61743155
1988,SCC,3.953271028,5.56635514,9.519626168
1988,SCK,8.503617945,1.781476122,10.28509407
1988,SDF,5.984244151,6.785288785,12.76953294
1988,SEA,7.652272824,7.912718486,15.56499131
1988,SFO,10.13074131,8.897241374,19.02798268
1988,SGF,5.89441267,1.669159701,7.563572371
1988,SHV,5.161830207,7.072614388,12.23444459
1988,SIT,7.172026926,10.38369484,17.55572177
1988,SJC,4.935345305,3.907844917,8.843190222
1988,SJU,8.91440339,7.017966931,15.93237032
1988,SLC,4.408961424,4.424985163,8.833946588
1988,SMF,5.688265099,4.14900699,9.837272088
1988,SNA,5.466381928,4.841436151,10.30781808
1988,SPN,8.284804368,10.8944495,19.17925387
1988,SRQ,7.428645833,7.025520833,14.45416667
1988,STL,5.53287041,7.334729369,12.86759978
1988,STT,8.560313828,8.765609676,17.3259235
1988,STX,8.2871132,6.985898942,15.27301214
1988,SUX,4.097986174,4.301172227,8.399158401
1988,SYR,6.700423974,6.59799576,13.29841973
1988,TLH,5.002458728,6.613394216,11.61585294
1988,TOL,6.29369469,6.779314159,13.07300885
1988,TPA,7.441062001,7.20067348,14.64173548
1988,TRI,7.332904471,9.408491476,16.74139595
1988,TUL,5.986271036,3.916579435,9.902850471
1988,TUS,7.122040885,5.405781763,12.52782265
1988,TVL,6.743303571,5.677455357,12.42075893
1988,TYS,5.92072686,6.756161272,12.67688813
1988,UCA,8.593034826,10.27363184,18.86666667
1988,VPS,5.619166667,6.193333333,11.8125
1988,WRG,7.097133758,9.73089172,16.82802548
1988,YAK,7.193181818,9.202922078,16.3961039
1988,YAP,15.57522124,17.68141593,33.25663717
1988,YKM,4.591366906,4.286330935,8.877697842
1988,YUM,2.985557481,3.725592143,6.711149624
1989,ABE,7.718743411,8.458992199,16.17773561
1989,ABQ,7.884515557,6.339520978,14.22403653
1989,ACY,7.467614534,10.20537125,17.67298578
1989,AGS,6.076439444,9.079417604,15.15585705
1989,ALB,9.930739893,11.00259344,20.93333333
1989,AMA,6.241982984,6.037794503,12.27977749
1989,ANC,8.406274087,11.68829968,20.09457376
1989,APF,5.464285714,9.866071429,15.33035714
1989,ATL,6.222932129,7.036990118,13.25992225
1989,ATW,-4.526236882,-5.877061469,-10.40329835
1989,AUS,7.481729753,6.052570221,13.53429997
1989,AVL,15.4841021,15.92252575,31.40662785
1989,AVP,10.37709346,8.353862777,18.73095624
1989,AZO,7.852860202,9.369837871,17.22269807
1989,BDL,9.392467017,8.089197049,17.48166407
1989,BET,6.912408759,10.67518248,17.58759124
1989,BFL,6.96809681,6.264026403,13.23212321
1989,BGM,6.835159363,9.175298805,16.01045817
1989,BGR,11.70642202,13.10043457,24.80685659
1989,BHM,6.61081524,6.740153333,13.35096857
1989,BIL,5.27934909,4.5621852,9.841534289
1989,BIS,3.283882323,3.110887604,6.394769927
1989,BLI,4.890656064,6.875414182,11.76607025
1989,BNA,4.985208434,4.227249081,9.212457515
1989,BOI,8.404149001,8.739551787,17.14370079
1989,BOS,9.821482416,8.107333907,17.92881632
1989,BTM,5.630116959,6.510233918,12.14035088
1989,BTR,5.867153457,6.007772936,11.87492639
1989,BTV,10.57603053,9.071908397,19.64793893
1989,BUF,10.63991178,11.39856642,22.0384782
1989,BUR,6.174109939,4.94575324,11.11986318
1989,BWI,9.746906066,10.96230763,20.70921369
1989,BZN,5.359183673,4.194013605,9.553197279
1989,CAE,10.42276046,12.16769035,22.59045081
1989,CAK,11.39699196,10.85729276,22.25428471
1989,CCR,7.383238405,6.663140765,14.04637917
1989,CDV,10.24223602,12.82298137,23.06521739
1989,CHA,5.115891313,5.366405928,10.48229724
1989,CHO,7.630119723,9.397605545,17.02772527
1989,CHS,9.300956449,10.63292785,19.9338843
1989,CID,5.356161806,5.610724365,10.96688617
1989,CLE,7.465061781,8.476631379,15.94169316
1989,CLT,10.10994677,12.3603164,22.47026318
1989,CMH,8.678191383,9.448540337,18.12673172
1989,CMI,10.59720373,13.72303595,24.32023968
1989,COS,5.801223242,4.396172438,10.19739568
1989,CPR,1.705772812,2.105214153,3.810986965
1989,CRP,6.874800213,4.019534719,10.89433493
1989,CRW,10.77755511,11.625501,22.40305611
1989,CSG,5.415245737,8.193580742,13.60882648
1989,CVG,6.129573762,8.312153439,14.4417272
1989,DAB,8.405240175,6.581135371,14.98637555
1989,DAL,6.636502374,3.746410807,10.38291318
1989,DAY,9.675543057,10.56173778,20.23728084
1989,DCA,7.289806771,8.441394548,15.73120132
1989,DEN,7.904765354,8.002035671,15.90680103
1989,DET,8.527889172,7.47065257,15.99854174
1989,DFW,5.725358723,6.049691033,11.77504976
1989,DLH,4.538147139,5.867166213,10.40531335
1989,DRO,5.390146471,9.230359521,14.62050599
1989,DSM,7.459393429,7.556276327,15.01566976
1989,DTW,6.257188362,7.080129468,13.33731783
1989,EAU,1.853300733,3.02200489,4.875305623
1989,EGE,11.6,22.2,33.8
1989,ELM,7.444203684,9.165763814,16.6099675
1989,ELP,7.972079866,6.339100488,14.31118035
1989,ERI,13.43169121,12.58506856,26.01675978
1989,EUG,9.501319894,9.035277178,18.53659707
1989,EVV,8.816047802,12.19632949,21.01237729
1989,EWR,10.89151215,11.12051711,22.01202925
1989,EYW,9.540722892,11.70746988,21.24819277
1989,FAI,9.160832232,11.06836196,20.22919419
1989,FAR,6.765013055,4.81462141,11.57963446
1989,FAT,7.988570322,8.54087563,16.52944595
1989,FAY,12.44405145,13.87524116,26.3192926
1989,FCA,10.28062678,11.37321937,21.65384615
